pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 152843 c,HD 152843,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,24.38000000,6.23000000,-3.40000000,0,,,,,5.830,0.140,-0.140,0,0.520,0.012,-0.012,0,27.50000,,,1,0.08652,,,1,Mass,0.115000,0.173000,-0.080000,0,,,,,,,,,0,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,G0,6310.00,100.00,-100.00,0,1.43,0.02,-0.02,0,1.15,0.04,-0.04,0,-0.160,0.050,-0.050,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m08.37s,253.7848853,+20d29m29.49s,20.4915240,107.8980000,0.3180000,-0.3160000,8.8550000,0.0020000,-0.0020000,7.6290000,0.0200000,-0.0200000,8.7641200,0.0002370,-0.0002370,2021-06-11,2021-05,2021-06-11
HD 15337 b,HD 15337,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,4.75615000,0.00017000,-0.00017000,0,0.052200,0.001200,-0.001200,0,1.640,0.060,-0.060,0,0.146,0.005,-0.005,0,7.51000,1.09000,-1.01000,0,0.02363,0.00343,-0.00318,0,Mass,0.090000,0.050000,-0.050000,0,,,,,1001,12,-12,0,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,K1 V,5125.00,50.00,-50.00,0,0.86,0.02,-0.02,0,0.90,0.03,-0.03,0,0.150,0.100,-0.100,0,[Fe/H],4.53,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155000,0.0707000,-0.0704000,9.1000000,0.0300000,-0.0300000,7.0440000,0.0180000,-0.0180000,8.8559800,0.0001780,-0.0001780,2019-05-14,2019-05,2019-05-16
HD 15337 c,HD 15337,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,17.17840000,0.00160000,-0.00160000,0,0.126800,0.003800,-0.003800,0,2.390,0.120,-0.120,0,0.213,0.011,-0.011,0,8.11000,1.82000,-1.69000,0,0.02552,0.00573,-0.00532,0,Mass,0.050000,0.060000,-0.040000,0,,,,,642,10,-10,0,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,K1 V,5125.00,50.00,-50.00,0,0.86,0.02,-0.02,0,0.90,0.03,-0.03,0,0.150,0.100,-0.100,0,[Fe/H],4.53,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155000,0.0707000,-0.0704000,9.1000000,0.0300000,-0.0300000,7.0440000,0.0180000,-0.0180000,8.8559800,0.0001780,-0.0001780,2019-05-14,2019-05,2019-05-16
HD 15906 b,HD 15906,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,10.92470900,0.00003200,-0.00003200,0,0.090000,0.001000,-0.001000,0,2.240,0.080,-0.080,0,0.200,0.007,-0.007,0,,,,,,,,,,0.110000,0.040000,-0.030000,0,33.14,2.60,-2.45,0,668,13,-13,0,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,K V,4757.00,89.00,-89.00,0,0.76,0.01,-0.01,0,0.79,0.02,-0.04,0,0.020,0.040,-0.040,0,[Fe/H],4.49,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m05.10s,38.2712534,-10d21m07.84s,-10.3521780,45.5621000,0.0883000,-0.0880000,9.7800000,0.0300000,-0.0300000,7.4590000,0.0230000,-0.0230000,9.4772800,0.0005120,-0.0005120,2023-06-27,2023-08,2023-06-27
HD 15906 c,HD 15906,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,21.58329800,0.00005200,-0.00005500,0,0.141000,0.002000,-0.001000,0,2.930,0.070,-0.060,0,0.261,0.006,-0.005,0,,,,,,,,,,0.040000,0.010000,-0.010000,0,13.37,1.05,-0.99,0,532,10,-10,0,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,K V,4757.00,89.00,-89.00,0,0.76,0.01,-0.01,0,0.79,0.02,-0.04,0,0.020,0.040,-0.040,0,[Fe/H],4.49,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m05.10s,38.2712534,-10d21m07.84s,-10.3521780,45.5621000,0.0883000,-0.0880000,9.7800000,0.0300000,-0.0300000,7.4590000,0.0230000,-0.0230000,9.4772800,0.0005120,-0.0005120,2023-06-27,2023-08,2023-06-27
HD 183579 b,HD 183579,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PALATNICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...909L...6P/abstract target=ref>Palatnick et al. 2021</a>,17.47127800,0.00005800,-0.00006000,0,0.133400,0.006200,-0.006100,0,3.550,0.150,-0.120,0,0.317,0.013,-0.011,0,19.70000,4.00000,-3.90000,0,0.06198,0.01259,-0.01227,0,Mass,0.280000,,,0,58.10,5.30,-3.90,0,769,17,-13,0,0,<a refstr=PALATNICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...909L...6P/abstract target=ref>Palatnick et al. 2021</a>,,5788.00,44.00,-44.00,0,0.98,0.04,-0.03,0,1.03,0.03,-0.03,0,-0.023,0.050,-0.050,0,[Fe/H],4.50,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m08.79s,293.2866147,-54d31m57.82s,-54.5327284,57.2651000,0.1875000,-0.1864000,8.6700000,0.0300000,-0.0300000,7.1500000,0.0270000,-0.0270000,8.5154900,0.0002590,-0.0002590,2021-03-01,2021-03,2021-03-04
HD 18599 b,HD 18599,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DESIDERA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221007933D/abstract target=ref>Desidera et al. 2022</a>,4.13743540,0.00000360,-0.00000370,0,0.048000,0.000400,-0.000400,0,2.600,0.150,-0.130,0,0.232,0.013,-0.012,0,24.10000,7.10000,-7.70000,0,0.07583,0.02234,-0.02423,0,Mass,0.340000,0.070000,-0.090000,0,,,,,,,,,0,<a refstr=DESIDERA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221007933D/abstract target=ref>Desidera et al. 2022</a>,K2 V,5145.00,50.00,-50.00,0,0.77,0.02,-0.02,0,0.86,0.02,-0.02,0,0.000,0.080,-0.080,0,[Fe/H],4.54,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h57m02.88s,44.2620144,-56d11m30.73s,-56.1918694,38.5653000,0.0366000,-0.0366000,8.9900000,0.0300000,-0.0300000,6.8830000,0.0200000,-0.0200000,8.7311700,0.0006510,-0.0006510,2022-11-07,2022-10,2022-11-07
HD 191939 b,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,8.88032560,0.00000470,-0.00000470,0,0.080400,0.002500,-0.002300,0,3.410,0.075,-0.075,0,0.304,0.007,-0.007,0,10.00000,0.70000,-0.70000,0,0.03146,0.00220,-0.00220,0,Mass,0.031000,0.010000,-0.011000,0,100.00,7.00,-7.00,0,880,20,-20,0,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348.00,100.00,-100.00,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.150,0.060,-0.060,0,[Fe/H],4.30,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089000,0.0733000,-0.0731000,8.9700000,0.0300000,-0.0300000,7.1800000,0.0210000,-0.0210000,8.7747600,0.0002380,-0.0002380,2022-11-14,2022-11,2022-11-14
HD 191939 c,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,28.57974300,0.00004500,-0.00004500,0,0.175200,0.005500,-0.005000,0,3.195,0.075,-0.075,0,0.285,0.007,-0.007,0,8.00000,1.00000,-1.00000,0,0.02517,0.00315,-0.00315,0,Mass,0.034000,0.034000,-0.013000,0,21.00,1.40,-1.40,0,600,13,-13,0,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348.00,100.00,-100.00,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.150,0.060,-0.060,0,[Fe/H],4.30,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089000,0.0733000,-0.0731000,8.9700000,0.0300000,-0.0300000,7.1800000,0.0210000,-0.0210000,8.7747600,0.0002380,-0.0002380,2022-11-14,2022-11,2022-11-14
HD 191939 d,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,38.35303700,0.00006000,-0.00006000,0,0.213200,0.006500,-0.006100,0,2.995,0.070,-0.070,0,0.267,0.006,-0.006,0,2.80000,0.60000,-0.60000,0,0.00881,0.00189,-0.00189,0,Mass,0.031000,0.018000,-0.012000,0,14.30,1.00,-1.00,0,540,11,-11,0,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348.00,100.00,-100.00,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.150,0.060,-0.060,0,[Fe/H],4.30,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089000,0.0733000,-0.0731000,8.9700000,0.0300000,-0.0300000,7.1800000,0.0210000,-0.0210000,8.7747600,0.0002380,-0.0002380,2022-11-14,2022-11,2022-11-14
HD 202772 A b,HD 202772 A,1,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,3.30895800,0.00008300,-0.00008300,0,0.052080,0.000640,-0.000680,0,17.318,0.583,-0.673,0,1.545,0.052,-0.060,0,323.23311,22.24810,-21.61244,0,1.01700,0.07000,-0.06800,0,Mass,0.038000,0.042000,-0.027000,0,3440.00,184.00,-191.00,0,2132,28,-30,0,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,,6272.00,77.00,-71.00,0,2.59,0.08,-0.09,0,1.72,0.06,-0.07,0,0.300,0.060,-0.060,0,[Fe/H],3.85,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h18m47.90s,319.6995877,-26d36m58.95s,-26.6163743,161.4980000,2.4590000,-2.3880000,8.3240000,0.0020000,-0.0020000,6.9590000,0.0240000,-0.0240000,8.2268800,0.0007350,-0.0007350,2019-01-28,2019-02,2019-01-31
HD 20329 b,HD 20329,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,0.92611800,0.00005000,-0.00004300,0,0.018000,0.000300,-0.000300,0,1.720,0.070,-0.070,0,0.153,0.006,-0.006,0,7.42000,1.09000,-1.09000,0,0.02335,0.00343,-0.00343,0,Mass,0.000000,,,0,3474.00,124.00,-124.00,0,2141,27,-27,0,0,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,,5596.00,50.00,-50.00,0,1.13,0.02,-0.02,0,0.90,0.05,-0.05,0,-0.070,0.060,-0.060,0,[Fe/H],4.40,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h16m42.75s,49.1781240,+15d39m22.88s,15.6563542,63.6796000,0.2863000,-0.2838000,8.7600000,0.0120000,-0.0120000,7.1160000,0.0240000,-0.0240000,8.5908900,0.0002720,-0.0002720,2022-11-29,2022-11,2022-11-29
HD 207496 b,HD 207496,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,6.44100800,0.00001100,-0.00001100,0,0.062900,0.001100,-0.001100,0,2.250,0.120,-0.100,0,0.201,0.011,-0.009,0,6.10000,1.60000,-1.60000,0,0.01919,0.00503,-0.00503,0,Mass,0.231000,0.042000,-0.049000,0,72.90,8.50,-7.50,0,743,26,-26,0,0,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,K2.5 V,4819.00,94.00,-94.00,0,0.77,0.03,-0.03,0,0.80,0.04,-0.04,0,0.095,0.038,-0.038,0,[Fe/H],4.51,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h54m52.36s,328.7181708,-77d20m19.69s,-77.3388025,23.6060000,0.0179000,-0.0179000,8.2300000,0.0300000,-0.0300000,5.9670000,0.0260000,-0.0260000,7.9725500,0.0005140,-0.0005140,2023-05-26,2023-05,2023-05-26
HD 207897 b,HD 207897,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HEIDARI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.176H/abstract target=ref>Heidari et al. 2022</a>,16.20215900,0.00008500,-0.00008300,0,0.116300,0.001700,-0.001500,0,2.501,0.082,-0.078,0,0.223,0.007,-0.007,0,14.40000,1.60000,-1.60000,0,0.04531,0.00503,-0.00503,0,Mass,0.047000,0.057000,-0.033000,0,26.50,1.40,-1.20,0,632,8,-7,0,0,<a refstr=HEIDARI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.176H/abstract target=ref>Heidari et al. 2022</a>,K0 V,5070.00,60.00,-57.00,0,0.78,0.02,-0.02,0,0.80,0.04,-0.03,0,-0.042,0.038,-0.041,0,[Fe/H],4.56,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h40m48.39s,325.2016451,+84d20m01.54s,84.3337613,28.2938000,0.0312000,-0.0312000,8.3700000,0.0300000,-0.0300000,6.3120000,0.0260000,-0.0260000,8.1303700,0.0003570,-0.0003570,2021-11-18,2022-02,2021-11-18
HD 213885 b,HD 213885,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>,1.00803500,0.00002100,-0.00002000,0,0.020120,0.000150,-0.000120,0,1.745,0.051,-0.052,0,0.156,0.005,-0.005,0,8.83000,0.66000,-0.65000,0,0.02778,0.00208,-0.00205,0,Mass,0.000000,,,0,,,,,2128,13,-14,0,0,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>,G,5978.00,50.00,-50.00,0,1.10,0.01,-0.01,0,1.07,0.02,-0.02,0,-0.040,0.030,-0.030,0,[Fe/H],4.38,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m56.09s,338.9837166,-59d51m53.38s,-59.8648290,48.0883000,0.0991000,-0.0987000,7.9500000,0.0300000,-0.0300000,6.4190000,0.0240000,-0.0240000,7.8017300,0.0002470,-0.0002470,2019-12-02,2020-01,2019-12-05
HD 21749 c,GJ 143,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,7.78993000,0.00051000,-0.00044000,0,0.069500,0.002100,-0.002300,0,0.892,0.064,-0.058,0,0.080,0.006,-0.005,0,3.70000,,,1,0.01164,,,1,Mass,,,,,,,,,701,25,-23,0,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,K4.5,4640.00,100.00,-100.00,0,0.69,0.03,-0.03,0,0.73,0.07,-0.07,0,0.003,0.060,-0.060,0,[Fe/H],4.61,0.05,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660,16.3200000,0.0071000,-0.0071000,8.0800000,0.0300000,-0.0300000,5.3750000,0.0240000,-0.0240000,7.6790600,0.0002600,-0.0002600,2019-04-22,2019-04,2019-04-25
HD 219666 b,HD 219666,1,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,6.04345000,0.00001000,-0.00001000,0,0.104000,0.005000,-0.005000,0,4.240,0.160,-0.160,0,0.378,0.014,-0.014,0,,,,,,,,,,,,,,,,,,838,40,-40,0,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,G5 V,5527.00,65.00,-65.00,0,1.03,0.03,-0.03,0,0.92,0.03,-0.03,0,0.040,0.040,-0.040,0,[Fe/H],4.40,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h18m14.22s,349.5592665,-56d54m14.35s,-56.9039857,94.1719000,0.2518000,-0.2506000,9.8090000,0.0030000,-0.0030000,8.1580000,0.0330000,-0.0330000,9.6495600,0.0002190,-0.0002190,2023-08-22,2023-03,2023-08-22
HD 221416 b,HD 221416,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HUBER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..245H/abstract target=ref>Huber et al. 2019</a>,14.27670000,0.00370000,-0.00370000,0,0.122800,0.002500,-0.002600,0,9.170,0.340,-0.310,0,0.836,0.031,-0.028,0,60.50000,5.70000,-5.70000,0,0.19000,0.01800,-0.01800,0,Mass,0.115000,0.034000,-0.030000,0,,,,,,,,,0,<a refstr=HUBER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..245H/abstract target=ref>Huber et al. 2019</a>,,5080.00,90.00,-90.00,0,2.94,0.06,-0.06,0,1.21,0.07,-0.07,0,-0.080,0.080,-0.080,0,[Fe/H],3.58,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h32m07.96s,353.0331863,-21d48m04.32s,-21.8012007,95.5483000,0.7364000,-0.7254000,8.1500000,0.0300000,-0.0300000,6.0430000,0.0230000,-0.0230000,7.9077600,0.0006380,-0.0006380,2019-04-16,2019-06,2019-04-18
HD 22946 d,HD 22946,1,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,47.42489000,0.00010000,-0.00011000,0,0.295800,0.004400,-0.004200,0,2.607,0.060,-0.060,0,0.233,0.005,-0.005,0,26.57000,,,1,0.08360,,,1,Mass,,,,,18.56,0.89,-0.87,0,546,6,-6,0,0,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,,6169.00,64.00,-64.00,0,1.12,0.01,-0.01,0,1.10,0.04,-0.04,0,-0.080,0.040,-0.040,0,[Fe/H],4.47,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h39m16.69s,54.8195380,-42d45m46.90s,-42.7630276,62.7792000,0.1161000,-0.1156000,8.2700010,0.0300000,-0.0300000,6.9810000,0.0290000,-0.0290000,8.1281000,0.0002980,-0.0002980,2023-07-10,2023-06,2023-07-10
HD 23472 b,HD 23472,1,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,17.66708700,0.00004200,-0.00004200,0,0.116200,0.001800,-0.001800,0,2.000,0.110,-0.100,0,0.178,0.010,-0.009,0,8.32000,0.78000,-0.79000,0,0.02618,0.00245,-0.00249,0,Mass,0.072000,0.039000,-0.040000,0,16.00,1.80,-1.60,0,543,18,-18,0,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,K4 V,4684.00,99.00,-99.00,0,0.71,0.02,-0.02,0,0.67,0.03,-0.03,0,-0.200,0.050,-0.050,0,[Fe/H],4.53,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341000,0.0401000,-0.0400000,9.7300000,0.0300000,-0.0300000,7.2070000,0.0230000,-0.0230000,9.3847600,0.0002270,-0.0002270,2022-10-03,2022-09,2022-10-03
